"upc","descrip","price","q","sales","volsales","unit","marca","importada","artesanal"
7289000030,"BUCKLER NON ALCOHOLI",0.86740398,11888.0468797684,10122.0997552872,4220256.73242188,"Oz","BUCKLER",1,0
7289000059,"AMSTEL BIER",0.99866527,65.9780592918396,65.8899974822998,23422.2119140625,"Oz","AMSTEL",1,0
7289010011,"AMSTEL LIGHT BEER NR",1.0468975,309539.071108341,317459.783558369,109886372.118164,"Oz","AMSTEL",1,0
7289010016,"AMSTEL LIGHT BEER NR",1.0074937,194527.314638138,185842.467843056,69057198.0273438,"Oz","AMSTEL",1,0
7336010122,"WINDY CITY ALE NR 6P",0.87321788,2801.06854200363,2429.42992830276,994379.360351562,"Oz","WINDY",0,0
7336011107,"OLD STYLE DRAFT LNNR",0.62086827,5890.04133462906,3592.77986049652,2090964.73632812,"Oz","OLD STYLE",0,0
7336011110,"OLD STYLE DRAFT",0.6170789,7653.45491218567,4708.32975506783,2716976.58203125,"Oz","OLD STYLE",0,0
7336011112,"OLD STYLE DRAFT",0.51189196,17190.2836446762,8450.48977947235,6102550.8515625,"Oz","OLD STYLE",0,0
7336011114,"OLD STYLE DRAFT",0.42045528,285217.159244537,115488.057050705,101252093.109375,"Oz","OLD STYLE",0,0
7336011116,"OLD STYLE DRAFT N.R.",0.48473328,19445.5337963104,8842.29986190796,6903164.640625,"Oz","OLD STYLE",0,0
7336011209,"OLD STYLE BEER N.R.B",0.56696242,63675.4904873371,35556.7198411226,22604799.4458008,"Oz","OLD STYLE",0,0
7336011214,"OLD STYLE 30PK CANS",0.37487769,2944420.96176148,1040743.73658752,1045269437.85156,"Oz","OLD STYLE",0,0
7336011301,"OLD STYLE BEER",0.4519105,6424175.91172028,2748746.23469353,2280582450.71484,"Oz","OLD STYLE",0,0
7336011341,"OLD STYLE BEER",0.58096534,1201112.6090517,683129.226727009,426394981.251953,"Oz","OLD STYLE",0,0
7336011347,"OLD STYLE BEER",0.5826937,419.860388755798,244.649997711182,149050.44140625,"Oz","OLD STYLE",0,0
7336011356,"OLD STYLE PARTY PACK",0.35071868,678046.520475388,229641.888578415,240706516.290039,"Oz","OLD STYLE",0,0
7336011358,"O S RYL AMBR N.R. NO",0.58808124,74681.1663665771,42706.108407259,26511814.6318359,"Oz","ROYAL GUARD",1,0
7336011370,"OLD STYLE CAN",0.39903584,134035.432760239,53402.491083622,47582578.7963867,"Oz","OLD STYLE",0,0
7336011372,"OLD STYLE 30PK CANS",0.36171672,2754104.23945618,915499.765823364,977707002.005859,"Oz","OLD STYLE",0,0
7336011401,"OLD STYLE CLASSIC DR",0.61771429,22456.5323824883,13812.9497833252,7972069.22558594,"Oz","OLD STYLE",0,0
7336011402,"OLD STYLE CLASSIC DR",0.61853629,10832.3977842331,6679.18988800049,3845501.33984375,"Oz","OLD STYLE",0,0
7336011403,"OLD STYLE CLASSIC DR",0.59743208,27662.8010501862,16395.5793747902,9820294.66992188,"Oz","OLD STYLE",0,0
7336011404,"OLD STYLE CLASSIC DR",0.59477115,15198.9457445145,8964.06967639923,5395625.90625,"Oz","OLD STYLE",0,0
7336011405,"OLD STYLE CLASSIC DR",0.44450489,242007.527994156,99961.2788376808,85912673.4296875,"Oz","OLD STYLE",0,0
7336011406,"OLD STYLE CLSSC DRFT",0.44494331,89730.1621856689,38385.6093454361,31854208.2226562,"Oz","OLD STYLE",0,0
7336011411,"OLD STYLE CLASSIC DR",0.59951121,97701.5122070312,53606.4194011688,34684037.3212891,"Oz","OLD STYLE",0,0
7336011412,"OLD STYLE CLSC DRAFT",0.59342986,52482.5482258797,28968.9995265007,18631304.9726562,"Oz","OLD STYLE",0,0
7336011421,"OLD STYLE CLASSIC DR",0.38020372,135374.988830566,50732.1211462021,48058120.1367188,"Oz","OLD STYLE",0,0
7336011422,"OLD STYLE CLASSIC DR",0.37943378,91139.6965942383,34099.6906728745,32354591.6757812,"Oz","OLD STYLE",0,0
7336011423,"OLD STYLE CLASSIC DR",0.27259061,71348.2743561268,19448.8695007563,25328637.3533936,"Oz","OLD STYLE",0,0
7336011424,"OLD STYLE CLASSIC DR",0.27259061,37463.5416281223,10212.2095395327,13299557.4022217,"Oz","OLD STYLE",0,0
7336011431,"OLD STYLE CLASSIC DR",0.3470307,90030.0647029877,31049.7789344788,31960673.0444336,"Oz","OLD STYLE",0,0
7336011432,"OLD STYLE CLASSIC DR",0.34669173,38607.163110733,13368.5595993996,13705542.8969727,"Oz","OLD STYLE",0,0
7336011439,"OLD STYLE CLASSIC DR",0.39948264,14575.1540374756,5823.71019363403,5174179.61523438,"Oz","OLD STYLE",0,0
7336011440,"OLD STYLE CLASSIC DR",0.39953846,10596.4768886566,4233.70014047623,3761749.23779297,"Oz","OLD STYLE",0,0
7336011441,"OLD STYLE CLASSIC DR",0.35270575,209060.488288879,68680.411397934,74216472.3671875,"Oz","OLD STYLE",0,0
7336011442,"OLD STYLE CLASSIC DR",0.35128811,122809.166900635,40388.0509624481,43597253.4453125,"Oz","OLD STYLE",0,0
7336011522,"OLD STYLE ICE",0.42123792,303691.016439438,120791.297700882,107810312.546875,"Oz","OLD STYLE",0,0
7336011523,"OLD STYLE ICE NR BTL",0.54523861,7701.43898868561,4199.75990200043,2734010.91992188,"Oz","OLD STYLE",0,0
7336011524,"OLD STYLE ICE NR BTL",0.51206177,38147.3149032593,18746.5496554375,13542297.0820312,"Oz","OLD STYLE",0,0
